,segment,speaker,debate,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length,segment_length
2984,"I called for boots on the ground many months ago in a coalition with our friends who share our interest. You know, you win a battle with the military, and when we go somewhere, we need to be mobile, and lethal. We need to take care of business, and we need to come home.",kasich,r_simil_valley_2015_09_16,45.90683544303798,4,0,6,6.4125,3,6,2,0,54,3,18.0,3.559026084010437,270
2985,"But, we face, also, a bigger war — and you win the bigger war with the battle of ideas. You wonder why young people, and educated people, rich people, schooled people, have tried to join ISIS.",kasich,r_simil_valley_2015_09_16,42.875000000000014,1,0,4,7.3675,2,1,3,0,36,2,18.0,1.0,192
2986,"Western civilization, all of us, need to wake up to the fact that those murderers and rapists need to be called out, and in Western civilization we need to make it clear that our faith in the Jewish and Christian principals force us to live a life bigger than ourselves...",kasich,r_simil_valley_2015_09_16,50.0,5,0,7,18.770000000000003,3,7,0,0,50,1,50.0,0.0,272
2987,"...Thank you, Governor...",tapper,r_simil_valley_2015_09_16,3.0,1,0,0,10.42,0,0,1,0,3,2,2.0,1.0,25
2988,"...to make (ph) centers (ph) of justice so that we can battle the radicals, call them out for what they are, and make sure that all of our people feel fulfilled in living in Western civilization...",kasich,r_simil_valley_2015_09_16,72.57600000000004,5,0,20,13.93,2,3,0,1,36,1,36.0,0.0,197
2989,"...Thank you, Governor. Dana Bash...",tapper,r_simil_valley_2015_09_16,5.0,1,0,0,7.555,0,0,1,0,5,3,2.0,0.816496580927726,36
2990,...This is a giant battle in the world today...,kasich,r_simil_valley_2015_09_16,9.0,0,0,0,3.1575,2,0,0,0,9,2,5.0,4.0,47
2991,"...Jake, since everyone has gotten to weigh in on this military issue, I'd like to be able to do the same.",fiorina,r_simil_valley_2015_09_16,67.75999999999999,3,0,16,7.7825,3,1,0,0,21,2,11.0,10.0,106
2992,"We have spent probably 12 minutes talking about the past. Let's talk about the future. We need the strongest military on the face of the planet, and everyone has to know it. And, specifically, what that means is we need about 50 Army brigades, we need about 36 Marine battalions, we need somewhere between 300, and 350 naval ships, we need to upgrade every leg of the nuclear triad...",fiorina,r_simil_valley_2015_09_16,41.91567312468952,13,0,37,8.2375,2,6,0,0,69,4,17.25,12.173228823939851,384
2993,"Thank you, Mrs. Fiorina...",tapper,r_simil_valley_2015_09_16,4.0,1,1,0,7.35,0,0,1,0,4,1,4.0,0.0,26
2994,"...we need to reform the Department of Defense, we need as well...",fiorina,r_simil_valley_2015_09_16,20.160000000000007,2,0,11,5.915,0,3,0,0,12,1,12.0,0.0,66
2995,...Thank you....,bash,r_simil_valley_2015_09_16,2.0,0,0,1,1.2975,0,0,1,0,2,1,2.0,0.0,16
2996,"...Thank you, we're going to turn now to domestic issues with Dana Bash.",tapper,r_simil_valley_2015_09_16,54.88000000000004,2,0,0,6.445,1,1,1,0,13,2,7.0,6.0,72
2997,"...to invest in our military technology, and we need to care for our veterans so 307,000...",fiorina,r_simil_valley_2015_09_16,31.50000000000001,4,0,2,9.5675,2,3,0,0,16,1,16.0,0.0,91
2998,...Dana Bash...,tapper,r_simil_valley_2015_09_16,2.0,0,0,0,0.6975,0,0,0,0,2,2,1.5,0.5,15
2999,...aren't dying waiting for health care.,fiorina,r_simil_valley_2015_09_16,7.0,1,0,3,6.0175,0,0,0,1,6,1,6.0,0.0,40
3000,Thank you.,tapper,r_simil_valley_2015_09_16,2.0,0,0,0,-2.2275,0,0,1,0,2,1,2.0,0.0,10
3001,Dana Bash?,tapper,r_simil_valley_2015_09_16,2.0,0,0,0,-2.2275,0,0,0,0,2,1,2.0,0.0,10
3002,"Governor Bush, let's talk about the issue that's very important to Republican voters, and that's the Supreme Court. After Chief Justice John Roberts voted to uphold Obamacare twice, Senator Cruz criticized your brother for appointing John Roberts to the Supreme Court.",bash,r_simil_valley_2015_09_16,49.28,11,2,16,13.0125,2,0,2,0,41,2,20.5,2.5,268
3003,"Looking back on it, did your brother make a mistake?",bash,r_simil_valley_2015_09_16,10.0,1,0,8,4.13,1,0,2,0,10,1,10.0,0.0,52
3004,"Well, I'm surprised Senator Cruz would say that since he was as strong supporter of John Roberts at the time.",bush,r_simil_valley_2015_09_16,21.0,3,1,0,9.3375,1,1,0,1,20,1,20.0,0.0,109
3005,"I will talk about what I will do as it relates to appointing Supreme Court Justices. We need to make sure that we have justices that, with a proven experienced record of respect for upholding the constitution. That is what we need. We can't have — the history in recent past is appoint people that have no experience so that you can't get attacked.",bush,r_simil_valley_2015_09_16,38.71913580246914,11,0,3,7.9575,6,4,1,1,64,4,16.0,6.745368781616021,348
3006,"And, that makes it harder for people to have confidence that they won't veer off...",bush,r_simil_valley_2015_09_16,71.68,2,0,3,7.215,1,0,0,1,15,1,15.0,0.0,83
3007,...Is John Roberts one of those people?,bash,r_simil_valley_2015_09_16,7.0,0,0,0,2.8175,1,0,0,0,7,1,7.0,0.0,39
3008,"John Roberts has made some really good decisions, for sure, but he did not have a proven, extensive record that would have made the clarity the important thing, and that's what we need to do. And, I'm willing to fight for those nominees to make sure that they get passed. You can't do it the politically expedient way anymore. This is the culture in Washington. You have to fight hard for these appointments. This is perhaps the most important thing that the next president will do.",bush,r_simil_valley_2015_09_16,63.759408602150536,11,0,3,7.9625,7,1,2,2,86,6,14.333333333333334,9.72396809720988,482
3009,"Do you like what you just heard, Senator Cruz?",bash,r_simil_valley_2015_09_16,22.679999999999993,1,1,2,4.295,0,0,2,1,9,1,9.0,0.0,46
3010,"Well, Dana, I've known John Roberts for 20 years, he's amazingly talented lawyer, but, yes, it was a mistake when he was appointed to the Supreme Court. He's a good enough lawyer that he knows in these Obamacare cases he changed the statute, he changed the law in order to force that failed law on millions of Americans for a political outcome.",cruz,r_simil_valley_2015_09_16,64.0,9,0,19,12.8975,4,1,0,6,62,2,31.0,4.0,344
3011,"And, you know, we're frustrated as conservatives. We keep winning elections, and then we don't get the outcome we want. And, let me focus on two moments in time.",cruz,r_simil_valley_2015_09_16,53.81600000000002,7,0,10,5.3,1,4,1,0,29,3,9.666666666666666,2.494438257849294,161
3012,"Number one, in 1990, in one room was David Souter, and in another room was Edith Jones, the rock ribbed (ph) conservative on the fifth circuit court of appeals. George Herbert Walker Bush appointed David Souter.",cruz,r_simil_valley_2015_09_16,32.40764925373135,6,2,4,9.0825,3,0,0,2,36,2,18.0,11.0,211
3013,"And then in 2005, in one room was John Roberts, in another room was my former boss, Mike Luttig, the rock ribbed (ph) conservative on the Fourth Circuit Court of Appeals...",cruz,r_simil_valley_2015_09_16,37.595833333333346,5,0,0,12.32,4,0,0,0,31,1,31.0,0.0,172
3014,"Thank you, Senator.",tapper,r_simil_valley_2015_09_16,3.0,1,0,0,7.59,0,0,1,0,3,1,3.0,0.0,19
3015,"...George W. Bush appointed John Roberts, and let me give you the consequences of that.",cruz,r_simil_valley_2015_09_16,15.0,2,1,3,8.495,0,0,1,0,15,2,8.0,7.0,87
3016,"If, instead, the President Bush had appointed Edith Jones, and Mike Luttig, which is who I would have appointed, Obamacare would have been struck down three years ago, and the marriage laws of all 50 states would be on the books. These matter, and I fought to defend the constitution my whole life...",cruz,r_simil_valley_2015_09_16,75.71200000000002,5,1,28,11.45,6,0,0,0,53,2,26.5,14.5,300
3017,...Governor Bush...,tapper,r_simil_valley_2015_09_16,2.0,1,1,0,13.95,0,0,0,0,2,1,2.0,0.0,19
3018,...and I will as president as well.,cruz,r_simil_valley_2015_09_16,13.719999999999997,1,0,0,3.3425000000000002,1,1,0,0,7,2,4.0,3.0,35
3019,...I want to let you respond.,tapper,r_simil_valley_2015_09_16,6.0,1,0,2,0.5425,1,0,1,0,6,1,6.0,0.0,29
3020,"Well, first of all, he, as I said, supported John Roberts. He supported him, publicly. So, you can rewrite history, I guess, Ted, but the simple fact is that you supported him because he had all the criteria that you would have thought would have made a great justice. And, I think he is doing a good job.",bush,r_simil_valley_2015_09_16,51.75,6,0,20,6.02,5,1,3,7,58,4,14.5,11.543396380615196,305
3021,"But, the simple fact is that going forward, what we need to do is to have someone that has a long standing set of rulings that consistently makes it clear that he is a focused, exclusively on upholding the Constitution of the United States so they won't try to use the bench as a means to which legislate.",bush,r_simil_valley_2015_09_16,69.61999999999999,8,0,0,21.465,4,1,0,2,58,1,58.0,0.0,305
3022,"Thank you, Governor...",tapper,r_simil_valley_2015_09_16,3.0,1,0,0,9.245000000000001,0,0,1,0,3,1,3.0,0.0,22
3023,"...And, that's what we should do, and I hope I'll be working members of the United States Senate to fight hard for the passage of people that have that kind of qualification.",tapper,r_simil_valley_2015_09_16,46.239999999999995,5,0,0,12.41,2,1,0,0,32,2,16.5,15.5,174
3024,"Senator Cruz, 30 seconds.",tapper,r_simil_valley_2015_09_16,3.0,2,1,0,7.775,0,0,0,0,4,1,4.0,0.0,25
3025,"It is true that after George W. Bush nominated John Roberts, I supported his confirmation. That was a mistake and I regret that. I wouldn't have nominated John Roberts, and indeed, Governor Bush pointed out why.",cruz,r_simil_valley_2015_09_16,42.59111111111112,6,2,13,6.942499999999999,6,0,0,1,36,3,12.0,2.943920288775949,211
3026,"It wasn't that the President Bushes wanted to appoint a liberal to the court, it's that it was the easier choice. Both David Souter and John Roberts, they didn't have a long paper trail. If you had nominated Edith Jones or Mike Ludig (ph) you would have had a bloody fight and they weren't willing to spend political capital to put a strong judicial conservative on the court.",cruz,r_simil_valley_2015_09_16,58.37047422680413,11,1,15,10.68,4,1,2,2,68,3,22.666666666666668,8.65383665716478,376
3027,"I have spent my entire life, starting from clerking for Chief Justice William Rehnquist on the United States Supreme Court, one of the most principled jurists. We have an out-of-control Court, and I give you my word, if I'm elected president, every single Supreme Court justice will faithfully follow the law and will not act like philosopher kings —",cruz,r_simil_valley_2015_09_16,81.22333333333333,12,0,2,13.495,6,1,1,0,59,2,29.5,3.5,350
3028,"Thank you, Senator.",tapper,r_simil_valley_2015_09_16,3.0,1,0,0,7.59,0,0,1,0,3,1,3.0,0.0,19
3029,— imposing their liberal policies on millions of Americans —,cruz,r_simil_valley_2015_09_16,8.0,5,0,1,11.005,1,0,0,1,10,1,10.0,0.0,60
3030,"Thank you, Semator.",tapper,r_simil_valley_2015_09_16,3.0,1,0,0,7.59,0,0,1,0,3,1,3.0,0.0,19
3031,— who need to be trusted to govern ourselves.,cruz,r_simil_valley_2015_09_16,17.92,1,0,2,3.36,0,3,0,0,9,1,9.0,0.0,45
3032,"Thank you, Senator.",tapper,r_simil_valley_2015_09_16,3.0,1,0,0,7.59,0,0,1,0,3,1,3.0,0.0,19
3033,"Governor Huckabee, I want to bring you in very quickly if you could. Will you have a litmus test when it comes to appointing Supreme Court nominees?",tapper,r_simil_valley_2015_09_16,68.03999999999998,5,1,4,7.2875,4,0,3,0,27,2,13.5,0.5,148
3034,"You better believe I will, because I'm tired of liberals always having a litmus test and conservatives are supposed to pretend we don't. Well let me tell you what mine would be.",huckabee,r_simil_valley_2015_09_16,161.83999999999997,5,0,3,8.025,3,2,2,0,32,2,16.0,7.0,177
3035,"Number one, I'd ask do you think that the unborn child is a human being or is it just a blob of tissue? I'd want to know the answer to that. I'd want to know do you believe in the First Amendment, do you believe that religious liberty is the fundamental liberty around which all the other freedoms of this country are based? And I'd want to know do you really believe in the Second Amendment, do you believe that we have an individual right to bear arms to protect ourselves and our family and to protect our country? And do you believe in the Fifth and the 14th Amendment? Do you believe that a person, before they're deprived of life and liberty, should in fact have due process and equal protection under the law? Because if you do, you're going to do more than defund Planned Parenthood.",huckabee,r_simil_valley_2015_09_16,42.623571057417514,12,0,48,8.9475,14,6,9,1,148,8,18.5,10.404326023342406,791
3036,"Thank you, Governor.",tapper,r_simil_valley_2015_09_16,3.0,1,0,0,8.445,0,0,1,0,3,1,3.0,0.0,20
3037,"One final thing. I'd make darn sure that we absolutely believe the 10th Amendment. Every governor on this stage would share this much with you. Every one of us — our biggest fight wasn't always with the legislature or even with the Democrats. My gosh, half the time, it was with the federal government who apparently never understood —",huckabee,r_simil_valley_2015_09_16,97.46800000000002,9,0,8,7.2924999999999995,3,2,1,0,59,5,11.8,5.192301994298868,335
3038,"Thank you, Governor.",tapper,r_simil_valley_2015_09_16,3.0,1,0,0,8.445,0,0,1,0,3,1,3.0,0.0,20
3039,"— that if it's not reserved in the Constitution, then the 10th Amendment says it's left to the states. But somebody forgot to send a memo to Washington.",huckabee,r_simil_valley_2015_09_16,39.24666666666668,4,0,17,6.8175,4,0,0,0,28,2,14.0,5.0,152
3040,"Thank you, Governor. We're going to take a quick break. Coming up, one of the hottest questions that you have been asking us via social media. We will pose it to the candidates. That's coming up right after this.",tapper,r_simil_valley_2015_09_16,67.24,6,0,6,4.09,1,2,2,0,39,5,7.8,4.354308211415448,212
3041,[commercial break],tapper,r_simil_valley_2015_09_16,2.0,1,0,0,15.524999999999999,0,0,0,0,2,1,2.0,0.0,18
3042,"Welcome back to CNN's Republican presidential debate at the Reagan Library here in Simi Valley — Simi Valley, California.",tapper,r_simil_valley_2015_09_16,34.77000000000001,6,0,0,13.7375,1,1,0,2,19,1,19.0,0.0,121
3043,"Many people on social media wanted us to ask about marijuana legalization. Senator Paul, Governor Christie recently said, quote, ""if you're getting high in Colorado today,"" where marijuana has been legalized, ""enjoy it until January 2017, because I will enforce the federal laws against marijuana."" Will you?",tapper,r_simil_valley_2015_09_16,154.63,12,2,11,14.8,4,0,2,0,47,3,15.666666666666666,12.918548250050735,308
3044,"I think one of the great problems, and what American people don't like about politics, is hypocrisy. People have one standard for others and not for them — for themselves.",paul,r_simil_valley_2015_09_16,50.40000000000002,5,0,1,7.465,2,0,0,1,30,2,15.0,2.0,171
3045,"There is at least one prominent example on the stage of someone who says they smoked pot in high school, and yet the people going to — to jail for this are poor people, often African-Americans and often Hispanics, and yet the rich kids who use drugs aren't.",paul,r_simil_valley_2015_09_16,71.68,4,0,0,18.122500000000002,2,0,0,2,48,1,48.0,0.0,257
3046,"I personally think that this is a crime for which the only victim is the individual, and I think that America has to take a different attitude. I would like to see more rehabilitation and less incarceration. I'm a fan of the drug courts which try to direct you back towards work and less time in jail.",paul,r_simil_valley_2015_09_16,58.435,6,0,4,9.0125,9,0,1,0,57,3,19.0,6.97614984548545,301
3047,"But the bottom line is the states. We say we like the 10th Amendment, until we start talking about this. And I think the federal government has gone too far, I think that the war on drugs has had a racial outcome, and really has been something that has really damaged our inner cities.",paul,r_simil_valley_2015_09_16,56.16,6,0,3,7.317500000000001,4,4,0,0,54,3,18.0,11.575836902790225,285
3048,"Not only do the drugs damage them, we damage them again by incarcerating them and then preventing them from getting employment over time.",paul,r_simil_valley_2015_09_16,37.03,3,0,9,12.6525,1,1,0,0,23,1,23.0,0.0,137
3049,So I don't think that the federal government should override the states. I believe in the 10th Amendment and I really will say that the states are left to themselves.,paul,r_simil_valley_2015_09_16,38.440000000000005,4,0,5,7.145,4,0,0,1,30,2,15.0,3.0,166
3050,I want to give that — I want to give the person that you called a hypocrite an opportunity to respond. Do you want to identify that person?,tapper,r_simil_valley_2015_09_16,15.594762038862294,4,0,9,6.045,3,0,2,0,28,2,14.0,7.0,139
3051,"Well, I think if we left it open, we could see how many people smoked pot in high school. [laughter]",paul,r_simil_valley_2015_09_16,111.99999999999991,1,0,3,6.39,4,3,0,0,20,2,10.0,9.0,100
3052,Is there somebody you were specifically thinking of?,tapper,r_simil_valley_2015_09_16,8.0,2,0,0,8.9875,1,1,1,0,8,1,8.0,0.0,52
3053,"Well, you know, the thing is that...",paul,r_simil_valley_2015_09_16,7.0,0,0,0,1.1649999999999998,1,1,1,0,7,1,7.0,0.0,36
3054,He was talking about me.,bush,r_simil_valley_2015_09_16,5.0,1,0,2,0.655,0,0,0,1,5,1,5.0,0.0,24
3055,"Yeah, I was talking about [inaudible] — well, let me...",paul,r_simil_valley_2015_09_16,9.0,2,0,6,5.19,2,1,0,0,10,2,5.0,2.0,55
3056,"That's what I though, but I wanted [inaudible] to say it.",tapper,r_simil_valley_2015_09_16,40.319999999999986,2,0,0,4.9825,4,0,0,0,11,1,11.0,0.0,57
3057,"Well, I — I wanted to — be — make it easier for him.",bush,r_simil_valley_2015_09_16,22.439999999999998,2,0,5,2.1225000000000005,3,1,0,1,14,1,14.0,0.0,52
3058,OK.,tapper,r_simil_valley_2015_09_16,1.0,0,0,0,-10.9525,0,0,0,0,1,1,1.0,0.0,3
3059,And I just did.,bush,r_simil_valley_2015_09_16,4.0,0,0,0,-3.3400000000000003,1,0,0,0,4,1,4.0,0.0,15
3060,"Governor Bush, please.",tapper,r_simil_valley_2015_09_16,3.0,1,1,0,10.215,0,0,0,0,3,1,3.0,0.0,22
3061,"So, 40 years ago, I smoked marijuana, and I admit it. I'm sure that other people might have done it and may not want to say it in front of 25 million people. My mom's not happy that I just did. [laughter and applause]",bush,r_simil_valley_2015_09_16,54.208,4,0,7,5.1375,9,0,0,0,44,4,11.0,6.96419413859206,217
3062,"That's true. And here's the deal. Here's the deal. We have — we have a serious epidemic of drugs that goes way beyond marijuana. What goes on in Colorado, as far as I'm concerned, that should be a state decision.",bush,r_simil_valley_2015_09_16,30.072712691771265,7,0,0,5.1075,2,2,0,4,40,5,8.0,6.164414002968976,212
3063,"But if you look at the problem of drugs in this — in this society today, it's a serious problem. Rand, you know this because you're campaigning in New Hampshire like all of us, and you see the epidemic of heroin, the overdoses of heroin that's taking place.",bush,r_simil_valley_2015_09_16,50.0,8,0,3,10.6475,5,0,4,4,48,2,24.0,4.0,257
3064,"People's families are — are being torn apart. It is appropriate for the government to play a consistent role to be able to provide more treatment, more prevention — we're the state that has the most drug courts across every circuit in — in — in Florida, there are drug courts to give people a second chance.",bush,r_simil_valley_2015_09_16,60.50000000000001,9,0,7,12.092500000000001,5,1,0,0,57,2,28.5,20.5,307
3065,That's the best way to do this.,bush,r_simil_valley_2015_09_16,8.0,0,0,0,-0.11749999999999994,0,0,0,0,7,1,7.0,0.0,31
3066,"But let me respond. The thing is, is that in Florida, Governor Bush campaigned against medical marijuana. That means that a small child like Morgan Hintz (ph) that has seizures is day, is failing on non-traditional medications, is not allowed to use cannabis oil.",paul,r_simil_valley_2015_09_16,77.44000000000003,11,1,2,9.605,6,0,0,0,44,3,14.666666666666666,9.463379711052259,263
3067,"And if they do that in Florida, they will take the child away, they will put the parents in jail. And that's what that means if you're against allowing people use medical marijuana, you'll actually put them in jail.",paul,r_simil_valley_2015_09_16,36.67005076142132,6,0,17,9.74,5,0,2,3,39,2,19.5,0.5,215
3068,"No, you're wrong — you're wrong about this.",bush,r_simil_valley_2015_09_16,9.0,0,0,0,2.4375,0,0,2,0,8,1,8.0,0.0,43
3069,"And actually, under the current circumstances, kids who had privilege like you do, don't go to jail, but the poor kids in our inner cities go to jail. I don't think that's fair. And I think we need to acknowledge it, and it is hypocritical to still want to put poor people in jail...",paul,r_simil_valley_2015_09_16,50.01470588235294,7,0,23,7.76,8,2,1,0,54,3,18.0,9.626352718795768,283
3070,"I don't want to put poor people in jail, Randy.",bush,r_simil_valley_2015_09_16,11.0,0,0,3,2.085,2,0,0,0,10,1,10.0,0.0,47
3071,"Well, you vote — you oppose medical marijuana...",paul,r_simil_valley_2015_09_16,13.719999999999997,3,0,6,8.9775,0,1,2,0,8,1,8.0,0.0,48
3072,"Here's the deal. No, I did not oppose when the legislature passed the bill to deal with that very issue. That's the way to solve this problem.",bush,r_simil_valley_2015_09_16,33.64,4,0,5,3.7575,2,0,0,2,27,3,9.0,5.887840577551898,142
3073,"Medical marijuana on the ballot was opened up, there was a huge loophole, it was the first step to getting to a [inaudible] place. And as a citizen of Florida, I voted no.",bush,r_simil_valley_2015_09_16,50.820000000000014,7,0,8,8.0425,3,0,0,0,33,2,16.5,7.5,171
3074,But that means you'll put people in jail.,paul,r_simil_valley_2015_09_16,9.0,0,0,2,2.4625000000000004,1,0,1,0,8,1,8.0,0.0,41
3075,,paul,r_simil_valley_2015_09_16,0.0,0,0,0,-7.8774999999999995,0,0,0,0,0,0,,,0
3076,I want to go right now — I want to go right now...,tapper,r_simil_valley_2015_09_16,12.0,0,0,8,0.655,2,0,0,0,13,1,13.0,0.0,50
3077,"Jake, may I just say...",fiorina,r_simil_valley_2015_09_16,5.0,0,0,5,-1.3325,1,0,0,0,5,1,5.0,0.0,23
3078,"Jake, you brought my issue up.",christie,r_simil_valley_2015_09_16,6.0,1,0,3,1.47,2,0,1,0,6,1,6.0,0.0,30
3079,"That's true. Go ahead, Christie, please.",tapper,r_simil_valley_2015_09_16,7.0,0,1,0,4.5175,0,0,0,0,6,2,3.0,1.0,40
3080,"You know, I enjoy the interplay. Thank you, gentlemen.",christie,r_simil_valley_2015_09_16,22.679999999999993,1,0,4,5.2275,2,0,2,0,9,2,4.5,1.5,54
3081,"I'll just say this, first off, New Jersey is the first state in the nation that now says if you are non-violent, non-dealing drug user, that you don't go to jail for your first offense. You go to mandatory treatment.",christie,r_simil_valley_2015_09_16,61.74000000000001,8,0,4,8.49,4,0,5,0,40,2,20.0,15.0,216
3082,"You see, Jake, I'm pro-life. And I think you need to be pro-life for more than just the time in the womb. It gets tougher when they get out of the womb. And when they're the 16-year-old drug addict in the Florida county lockup, that life is just as precious as the life in the womb.",christie,r_simil_valley_2015_09_16,44.49906890130354,4,0,3,4.5225,7,0,2,2,56,4,14.0,7.176350047203662,282
3083,"And so, that's why I'm for rehabilitation, why I think the war on drugs has been a failure.",christie,r_simil_valley_2015_09_16,56.000000000000014,2,0,0,6.9399999999999995,2,0,0,0,18,1,18.0,0.0,91
3084,"But I'll end with this. That doesn't mean we should be legalizing gate way drugs. And if Senator Paul thinks that the only victim is the person, look at the decrease in productivity, look at the way people get used and move on to other drugs when they use marijuana as a gateway drug, it is not them that are the only victims. Their families are the victims too, their children are the victims too, and their employers are the victims also.",christie,r_simil_valley_2015_09_16,57.88485385296723,10,1,6,9.185,6,1,0,4,82,4,20.5,16.650825805346713,440
3085,"That's why I'll enforce the federal law, while you can still put an emphasis on rehabilitation, which we've done in New Jersey.",christie,r_simil_valley_2015_09_16,25.0,5,0,0,11.59,2,1,1,0,22,1,22.0,0.0,127
3086,May I respond?,paul,r_simil_valley_2015_09_16,3.0,1,0,2,-0.8474999999999999,1,0,0,0,3,1,3.0,0.0,14
3087,Jake — Jake...,fiorina,r_simil_valley_2015_09_16,2.0,0,0,0,-2.7199999999999998,0,0,0,0,3,1,3.0,0.0,14
3088,"You may respond, and then I'll bring in you, Ms. Fiorina.",tapper,r_simil_valley_2015_09_16,40.319999999999986,2,1,2,5.2825,2,0,2,0,11,1,11.0,0.0,57
3089,"Understand what they're saying. if they're going to say we are going to enforce the federal law against what the state law is, they aren't really believing in the Tenth Amendment.",paul,r_simil_valley_2015_09_16,34.98222222222223,5,0,25,13.982500000000002,3,1,0,3,31,2,15.5,11.5,179
3090,"Governor Christie would go into Colorado, and if you're breaking any federal law on marijuana, even though the state law allows it, he would put you in jail. If a young mother is trying to give her child cannabis oil for medical marijuana for seizure treatment, he would put her in jail, if it violates federal law.",paul,r_simil_valley_2015_09_16,58.435,10,1,24,12.412499999999998,9,0,3,6,57,2,28.5,0.5,315
3091,"I would let Colorado do what the Tenth Amendment says. This power — we were never intended to have crime dealing at the federal level. Crime was supposed to be left to the states. Colorado has made their decision. And I don't want the federal government interfering and putting moms in jail, who are trying to get medicine for their kid...",paul,r_simil_valley_2015_09_16,86.82333333333335,9,0,16,6.7325,5,2,0,2,61,5,12.2,5.844655678480984,339
3092,And Senator Paul knows that that's simply not the truth.,christie,r_simil_valley_2015_09_16,33.879999999999995,2,1,3,6.185,0,0,0,0,10,1,10.0,0.0,56
3093,"In New Jersey, we have medical marijuana laws, which I supported and implemented. This is not medical marijuana. There's goes as much — a further step beyond. This is recreational use of marijuana.",christie,r_simil_valley_2015_09_16,60.984000000000016,7,0,0,7.9275,5,1,0,0,33,4,8.25,3.112474899497183,197
3094,"This is much different. And so, while he would like to use a sympathetic story to back up his point, it doesn't work. I'm not against medical marijuana. We do it in New Jersey. But I'm against the recreational use against marijuana.",christie,r_simil_valley_2015_09_16,70.87499999999999,5,0,21,5.305,6,1,0,2,42,5,8.4,5.4626001134990645,232
3095,"If he wants to change the federal law, get Congress to pass the law to change it, and get a president to sign it.",christie,r_simil_valley_2015_09_16,20.296296296296298,3,0,0,8.275,3,0,0,1,24,1,24.0,0.0,113
3096,May I respond? May I respond?,paul,r_simil_valley_2015_09_16,6.0,1,0,4,-0.8474999999999999,2,0,0,0,6,2,3.0,0.0,29
3097,"Yes, Senator Paul.",tapper,r_simil_valley_2015_09_16,3.0,1,1,0,6.7125,0,0,0,0,3,1,3.0,0.0,18
3098,"Here is the thing, he doesn't want to make it about medical marijuana, but what if New Jersey's medical marijuana contradicts the federal law? He's saying he'll send the federal government in, and he will enforce the federal law. That's not consistent with the Tenth Amendment. It is not consistent with states' rights. And it is not consistent with the conservative vision for the country.",paul,r_simil_valley_2015_09_16,28.90921834968821,11,0,10,8.915,8,0,0,6,65,5,13.0,6.29285308902091,390
3099,I don't think we should be sending the federal police in to arrest a mother and separate them from their child for giving a medicine to their child for seizures.,paul,r_simil_valley_2015_09_16,53.81600000000002,3,0,3,11.89,2,1,0,2,30,1,30.0,0.0,161
3100,,paul,r_simil_valley_2015_09_16,0.0,0,0,0,-7.8774999999999995,0,0,0,0,0,0,,,0
3101,I want to bring in Ms. Fiorina — I want to bring in Ms. Fiorina on this issue.,tapper,r_simil_valley_2015_09_16,17.0,2,2,9,0.7875000000000001,5,0,0,0,18,1,18.0,0.0,78
3102,"I very much hope I am the only person on this stage who can say this, but I know there are millions of Americans out there who will say the same thing.",fiorina,r_simil_valley_2015_09_16,40.96000000000001,2,0,1,10.515,3,0,0,0,32,2,16.0,1.0,151
3103,"My husband Frank and I buried a child to drug addiction. So, we must invest more in the treatment of drugs.",fiorina,r_simil_valley_2015_09_16,21.0,3,0,9,4.135,4,1,0,0,21,2,10.5,0.5,107
3104,I agree with Senator Paul. I agree with states' rights. But we are misleading young people when we tell them that marijuana is just like having a beer. It's not. And the marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago. [laughter],fiorina,r_simil_valley_2015_09_16,45.16860139860141,5,2,5,6.24,5,2,1,0,53,6,8.833333333333334,8.112062349091971,286
3105,"We do — sorry, Barbara. We do need — we do need criminal justice reform. We have the highest incarceration rates in the world. Two-thirds of the people in our prisons are there for non-violent offenses, mostly drug related. It's clearly not working.",fiorina,r_simil_valley_2015_09_16,41.477135278514595,12,0,10,6.575,4,5,0,0,43,5,8.6,3.9293765408777004,249
3106,"But we need to tell young people the truth. Drug addiction is an epidemic, and it is taking too many of our young people. I know this sadly from personal experience.",fiorina,r_simil_valley_2015_09_16,89.69333333333331,5,0,3,6.0375,4,2,2,0,31,3,10.333333333333334,3.39934634239519,165
3107,"Hugh — Hugh, I'd like to...",tapper,r_simil_valley_2015_09_16,8.040000000000003,0,0,6,-1.1825,1,0,0,0,6,1,6.0,0.0,27
3108,"Thank you, Jake.",hewitt,r_simil_valley_2015_09_16,3.0,0,0,0,-0.445,0,0,1,0,3,1,3.0,0.0,16
3109,Tomorrow is — Republicans know this — tomorrow is Constitution Day. We've been talking about the 10th Amendment. Let's talk about the Second Amendment.,hewitt,r_simil_valley_2015_09_16,23.488824742268044,4,0,3,7.6850000000000005,2,1,0,0,24,3,8.0,2.160246899469287,151
3110,"Governor Bush, one of the things the Supreme Court has gotten right is that it's an individual right and it's protected for individuals to hold it.",hewitt,r_simil_valley_2015_09_16,43.903999999999996,5,1,3,12.974999999999998,6,0,0,0,26,2,13.0,5.0,147
