speaker,segment,debate,n_applauses,n_crosstalks,n_opponent_mentions,n_trump_mentions,lexical_diversity,n_difficult_words,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length,segment_length
WARREN,"We can't treat this as an across-the-board problem. We have to treat it like a public health emergency. That means bring data to bear and it means make real change in this country, whether it's politically popular or not.",Miami-FL,0,0,0,0,67.24,5,1.3333333333333333,7.3375,0,2,0,0,39,3,13.0,5.715476066494082,221
TODD,"Thank you, Senator. Senator Booker, you have a program...",Miami-FL,0,0,1,0,10.170000000000002,3,0.0,6.0625,0,0,1,0,9,2,4.5,1.5,57
WARREN,We need to fight for our children.,Miami-FL,0,0,0,0,7.0,0,0.5,1.56,0,2,0,0,7,1,7.0,0.0,34
WARREN,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
TODD,"Senator Booker, you have a federal government buyback program in your plan. How is that going to work?",Miami-FL,0,0,1,0,18.0,5,1.5,6.882499999999999,0,0,2,0,18,2,9.0,3.0,102
BOOKER,"Well, first of all, I want to say, my colleague and I both have been hearing this on the campaign trail. But what's even worse is I hear gunshots in my neighborhood. I think I'm the only one -- I hope I'm the only one on this panel here that had seven people shot in their neighborhood just last week. Someone I knew, Shahad Smith, was killed with an assault rifle at the top of my block last year.",Miami-FL,0,0,0,0,80.17373493975904,7,6.0,6.765,9,0,0,1,79,4,19.75,6.057020719792859,398
BOOKER,"For millions of Americans, this is not a policy issue. This is an urgency. And for those that have not been directly affected, they're tired of living in country where their kids go to school to learn about reading, writing, and arithmetic, and how to deal with an active shooter in their school.",Miami-FL,0,0,0,0,62.80615384615386,9,0.0,8.9675,0,0,0,2,53,3,17.666666666666668,15.2825245151302,296
BOOKER,"This is something that I'm tired of. And I'm tired of hearing people all, they have to offer is thoughts and prayers.",Miami-FL,0,0,0,0,25.44,0,0.0,4.3625,0,0,0,1,22,2,11.0,4.0,117
BOOKER,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
BOOKER,"In my faith, people say faith without works is dead. So we will find a way. But the reason we have a problem right now is we've let the corporate gun lobby frame this debate. It is time that we have bold actions and a bold agenda. I will get that done as president of the United States because this is not about policy. This is personal.",Miami-FL,0,0,0,0,61.631111111111125,9,2.6666666666666665,4.625,2,3,0,0,67,6,11.166666666666666,5.639641438562877,337
TODD,"Thank you, Senator Booker.",Miami-FL,0,0,1,0,4.0,2,0.0,8.4375,0,0,0,0,4,1,4.0,0.0,26
MADDOW,"Secretary Castro, I'd like to talk to you about something that Senator Booker just mentioned there, the idea of active shooter drills in schools, as school shootings seem like an almost everyday or every week occurrence now. They don't make a complete news cycle anymore, no matter the death toll.",Miami-FL,0,0,2,0,252.37333333333328,12,2.6666666666666665,12.089999999999998,0,0,1,1,50,2,25.0,12.0,297
MADDOW,"As parents are so afraid as their kids go off to school that their kids will be caught up in something like this, next to nothing has changed in federal law that might affect the prevalence of school shootings. Is this a problem that is going to continue to get worse over our lifetimes? Or is there something that you would do as president that you really think would turn it around?",Miami-FL,0,0,0,0,76.39578947368423,9,14.0,9.842500000000001,0,1,2,2,72,3,24.0,10.677078252031311,384
CASTRO,"You know, Rachel, I am the dad of a 10-year-old girl, Carina, who's here tonight. And the worst thing is knowing that your child might be worried about what could happen at school, a place that's supposed to be safe.",Miami-FL,0,0,0,0,98.78399999999999,4,2.5,7.897500000000001,1,0,2,0,40,2,20.0,5.0,216
CASTRO,"The answer to your question is no. We don't have to accept that. And I believe that, on January 20, 2021, at 12:01 p.m., we're going to have a Democratic president, a Democratic House, and a Democratic Senate.",Miami-FL,0,0,0,0,32.27155555555556,3,1.0,6.312500000000001,1,1,1,0,38,3,12.666666666666666,8.73053390247253,209
CASTRO,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
CASTRO,"And the activists of Parkland, folks from Moms Demand who have risen up across the United States and inspired so many people...",Miami-FL,0,0,0,0,67.75999999999999,4,0.0,9.7575,0,0,0,0,22,1,22.0,0.0,127
CASTRO,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
CASTRO,"... you know, we may not have seen yet legislative action, but we're getting closer. The House took a vote. In the Senate, the question often is, if the decision is between 60 votes, a filibuster, or passing commonsense gun reform, I'm going to choose commonsense gun reform. So I believe that we're going to be able to get that done in 2021.",Miami-FL,0,0,0,0,52.8277092760181,9,3.0,7.6,1,1,1,0,63,4,15.75,8.166241485530538,342
TODD,"Secretary Castro, thank you.",Miami-FL,0,0,1,0,4.0,2,1.5,9.737499999999999,0,0,0,0,4,1,4.0,0.0,28
RYAN,"Rachel, I have something to add to this briefly, because...",Miami-FL,0,0,0,0,28.000000000000007,0,0.0,5.234999999999999,1,0,0,0,10,1,10.0,0.0,59
MADDOW,We'll give you -- it'll be 30 seconds for a follow-up on that question -- on that answer from Secretary Castro. Congressman Ryan?,Miami-FL,0,0,2,0,45.17333333333334,4,1.0,11.355,0,0,1,0,23,2,11.5,9.5,129
RYAN,You're talking about in the schools. These kids are traumatized. I support all the gun reforms here. We need to start dealing with the trauma that our kids have. We need trauma-based care in every school. We need social and emotional learning in every school.,Miami-FL,0,0,0,0,43.87827751196173,9,1.0,4.827500000000001,1,4,0,0,45,6,7.5,2.5,259
RYAN,"Ninety percent of the shooters who do school shootings come from the school they're in, and 73 percent of them feel shamed, traumatized, or bullied. We need to make sure that these kids feel connected to the school. That means a mental health counselor in every single school in the United States. We need to start playing offense. If our kids are so traumatized that they're getting a gun and going into our schools, we're doing something wrong, too, and we need reform around trauma-based care.",Miami-FL,0,0,0,0,60.51340025338661,13,5.333333333333333,8.2775,0,5,0,0,86,5,17.2,8.133879763065101,496
MADDOW,"Thank you, Congressman Ryan.",Miami-FL,0,0,1,0,4.0,1,0.0,8.862499999999999,0,0,0,0,4,1,4.0,0.0,28
TODD,"Congressman O'Rourke, you're a Texan who's campaigned -- you campaigned all over the state in 2018 in the most conservative parts there. What do you tell a gun owner who may agree with you on everything else, OK, but says, you know what, the Democrats, if I vote for them in there, they're going to take my gun away, and even though I agree with you on all these other issues -- how do you have that conversation?",Miami-FL,0,0,1,0,79.0,6,5.0,14.334999999999999,3,0,6,0,78,2,39.0,17.0,413
O'ROURKE,"Here's how we have that conversation in Texas. I shared with them what I learned from those students who survived the Santa Fe high school shooting, a young student named Bree. Her friend, Marcel, who survived another shooting, the mother of a victim who lost her life, Rhonda Hart, they talked about universal background checks, where you close every loophole. We know that they save lives.",Miami-FL,0,0,0,0,114.26545454545455,11,6.5,8.535,2,2,1,4,66,4,16.5,9.759610647971568,391
O'ROURKE,We talked about ending the sales of assault weapons into our communities. Those weapons of war were designed to kill people as effectively and as efficiently as possible. They should belong on the battlefield and not in our communities.,Miami-FL,0,0,0,0,53.23499999999999,6,2.0,9.3825,0,3,0,1,39,3,13.0,2.160246899469287,236
O'ROURKE,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
O'ROURKE,"Red flag laws, so if someone poses a danger to themselves or to someone else, they're stopped before it's too late. And what I found in each one of those 254 counties is that Democrats and independents and Republicans, gun-owners and non-gun-owners alike, agreed.",Miami-FL,0,0,0,0,113.39999999999996,6,9.5,10.5725,1,0,0,1,44,2,22.0,1.0,263
O'ROURKE,"But this effort must be led by the young people that you referenced at the beginning of this issue. Those students from Marjory Stoneman Douglas led the charge here in Florida, and they've been able to change those laws. They're making our democracy work, ensuring that our values and our interests and our priorities are reflected in the laws that we pass.",Miami-FL,0,0,0,0,71.68,14,3.25,10.897499999999999,0,5,1,0,62,3,20.666666666666668,1.699673171197595,357
O'ROURKE,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
TODD,"Thank you, Congressman O'Rourke.",Miami-FL,0,0,1,0,5.0,1,0.0,11.125,0,0,0,0,4,1,4.0,0.0,32
TODD,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
TODD,"Hang on. Let me give 30 seconds, Senator Klobuchar, the iron range. I'm curious. Gun confiscation, right? If the government is buying back, how do you not have that conversation?",Miami-FL,0,0,1,0,252.00000000000009,6,0.0,7.605,0,0,1,0,30,5,6.0,4.604345773288535,178
KLOBUCHAR,"Well, that's not confiscation. You could give them the offer to buy back their gun.",Miami-FL,0,0,0,0,16.0,1,1.0,4.459999999999999,0,0,1,1,15,2,7.5,3.5,83
KLOBUCHAR,"But I'll say this. I look at these proposals and I say, does this hurt my Uncle Dick and his deer stand, coming from a proud hunting and fishing state? These proposals don't do that.",Miami-FL,0,0,0,0,47.915,3,2.5,4.532500000000001,3,0,0,1,35,4,8.75,7.084313657652377,182
KLOBUCHAR,"When I was a prosecutor, I supported the assault weapons ban. When I was in the Senate, I saw those moms from Sandy Hook come and try to advocate for change, and we all failed. And then now these Parkland kids from Florida, they started literally a national shift.",Miami-FL,0,0,0,0,52.371812500000004,10,6.25,8.352500000000001,4,1,0,1,49,3,16.333333333333332,5.557777333511022,264
KLOBUCHAR,"You know why? It’s just like with gay marriage. When kids talked to their parents and their grandparents, they say I don’t understand why we can’t put these sensible things in place, they listen. And if we get bested by a bunch of 17-year-olds...",Miami-FL,0,0,0,0,108.416,4,7.5,5.48,1,2,1,4,44,4,11.0,8.455767262643882,246
TODD,"All right, Senator, thank you.",Miami-FL,0,0,0,0,5.0,1,2.5,5.865,0,0,0,0,5,1,5.0,0.0,30
KLOBUCHAR,... it's the best thing that ever happened. We need to get...,Miami-FL,0,0,0,0,12.0,1,0.5,1.9825000000000002,0,1,0,0,12,2,6.0,2.0,61
KLOBUCHAR,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
TODD,"Senator, thank you. Senator, thank you.",Miami-FL,0,0,0,0,6.0,1,1.3333333333333333,5.925,0,0,0,0,6,2,3.0,0.0,39
MADDOW,"Senator Booker, let me go to you on another matter actually.",Miami-FL,0,0,1,0,11.0,3,1.5,8.4725,0,0,1,0,11,1,11.0,0.0,60
TODD,We've got to...,Miami-FL,0,0,0,0,4.0,0,1.0,-2.295,0,0,0,0,3,1,3.0,0.0,15
MADDOW,"Senator Mitch McConnell says that his most consequential achievement as Senate majority leader was preventing President Obama from filling a Supreme Court seat. Having served with Republicans on the Judiciary Committee, do you believe they would confirm your court nominees?",Miami-FL,0,0,0,0,447.99999999999966,15,4.666666666666667,15.79,0,0,2,2,40,2,20.0,3.0,274
BOOKER,"I'm going to use 20 of my seconds just to say there's one thing we don't all agree with when it comes to guns, and I think it's common sense, and over 70 percent of Americans agree with me. If you need a license to drive a car, you should need a license to buy and own a firearm.",Miami-FL,0,0,0,0,48.12476547842401,5,4.666666666666667,9.127500000000001,2,1,2,0,59,2,29.5,9.5,279
BOOKER,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
BOOKER,"And not everybody in this field agrees with that. But in states like Connecticut that did that, they saw 40 percent drops in gun violence and 15 percent drops in suicides. We need to start having bold agendas on guns.",Miami-FL,0,0,0,0,44.27000000000001,5,4.25,6.37,0,1,0,1,40,3,13.333333333333334,6.128258770283412,217
BOOKER,"When it comes to the Supreme Court, very clearly, we -- I agree with my friend, Secretary Castro. We are going to get to 50 votes in the Senate. This is a team sport. Whoever is our nominee needs to campaign in places like South Carolina, because we can elect Jamie Harrison. They need to campaign in places like Iowa, because we can win a Senate seat there.",Miami-FL,0,0,2,0,55.81481481481482,9,1.8,6.327500000000001,2,5,0,1,68,5,13.6,5.0039984012787215,358
BOOKER,"This is about getting us back to having 50 votes in the Senate and more so that we cannot only balance the Supreme Court, but start to pass an aggressive agenda that, frankly, isn't so aggressive, because most of America agrees with the policy objectives of our party.",Miami-FL,0,0,0,0,92.16,6,0.0,18.7725,0,2,0,0,48,1,48.0,0.0,268
BOOKER,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
MADDOW,Mayor De Blasio...,Miami-FL,0,0,1,0,3.0,1,0.0,2.885,0,0,0,0,3,1,3.0,0.0,18
MADDOW,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
DELANEY,"Rachel, we have to actually...",Miami-FL,0,0,0,0,5.0,1,0.0,6.1499999999999995,0,1,0,0,5,1,5.0,0.0,30
MADDOW,"Congressman Delaney, you'll have some time in a moment on this issue.",Miami-FL,0,0,1,0,13.0,3,0.0,7.3575,0,0,0,0,12,1,12.0,0.0,69
MADDOW,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
DELANEY,This issue is related...,Miami-FL,0,0,0,0,4.0,2,1.5,6.75,0,0,0,0,4,1,4.0,0.0,24
DELANEY,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
MADDOW,"Congressman Delaney, I'll give you some time in a moment. Mayor De Blasio, as an executive in the largest city in this country, you are used to saying what you want to have happen and having it happen. If you nominate a Supreme Court nominee as president of the United States and Mitch McConnell is still Senate majority leader, what makes you believe that he would allow you to make a nominee?",Miami-FL,0,0,2,0,87.77176470588233,11,7.333333333333333,10.837499999999999,0,0,6,1,72,3,24.0,10.198039027185569,394
BLASIO,"Rachel, I am chief executive of the nation's largest city, and I also wanted to just say something quick on the gun issue and come to your question.",Miami-FL,0,0,0,0,58.86999999999998,4,0.0,10.8725,2,0,1,0,28,1,28.0,0.0,148
BLASIO,"Look, I run the largest police force in America, too, and if we're going to stop these shootings, we want to get these guns off the street, we have to have a very different relationship between our police and our community.",Miami-FL,0,0,0,0,49.391999999999996,3,0.0,15.96,1,4,0,0,41,1,41.0,0.0,223
BLASIO,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
BLASIO,"I also want to say there's something that sets me apart from all my colleagues running in this race, and that is, for the last 21 years, I have been raising a black son in America. And I have had to have very, very serious talks with my son, Dante, about how to protect himself on the streets of our city and all over this country, including how to deal with the fact that he has to take special caution because there have been too many tragedies between our young men and our police, too, as we saw recently in Indiana.",Miami-FL,0,0,0,0,90.43514644351464,8,1.6666666666666667,17.63,5,4,0,2,101,2,50.5,14.5,520
BLASIO,"So we need to have a different conversation in this country about guns, but also a different conversation about policing that brings policing community together. We've done that in New York City and we've driven down crime while we've done it.",Miami-FL,0,0,0,0,33.0,3,1.3333333333333333,10.7275,0,1,0,0,41,2,20.5,4.5,243
BLASIO,"But to your question about Mitch McConnell, there is a political solution that we have to come to grips with. If the Democratic Party would stop acting like the party of the elites and be the party of working people again, and go into states, including red states, to convince people we're on their side, we can put pressure on their senators to actually have to vote for the nominees that are put forward...",Miami-FL,0,0,0,0,64.88309352517986,12,2.5,15.2875,0,2,1,2,74,2,37.0,17.0,408
BLASIO,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
MADDOW,That's time.,Miami-FL,0,0,0,0,3.0,0,0.0,-0.32749999999999996,0,0,0,0,2,1,2.0,0.0,12
MADDOW,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
TODD,"Senator Warren -- I'm going to get you -- I will get you 30 seconds, I promise. Let me get -- let me get this question. We're trying. I know you guys -- we've got other issues we're trying to get to, including a big one coming up in a minute. But, Senator Warren, I want to continue on the Mitch McConnell thing, because you have a lot of ambitious plans.",Miami-FL,0,0,2,0,36.57096078587973,9,6.166666666666667,7.2075,4,0,4,0,71,5,14.2,7.678541528180986,355
WARREN,I do.,Miami-FL,0,0,0,0,2.0,0,0.0,-8.8275,1,0,0,0,2,1,2.0,0.0,5
TODD,"You have a plan for that. OK. We talked about the Supreme Court. Do you have a plan to deal with Mitch McConnell if you don't beat him in the Senate, if he's still sitting there as the Senate majority leader? It's very plausible you be elected president with a Republican Senate. Do you have a plan to deal with Mitch McConnell?",Miami-FL,0,0,0,0,51.051502145922754,7,0.5,5.785,0,1,5,1,62,6,10.333333333333334,8.537498983243797,328
WARREN,I do.,Miami-FL,0,0,0,0,2.0,0,0.0,-8.8275,1,0,0,0,2,1,2.0,0.0,5
WARREN,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
WARREN,"We are democracy. And the way a democracy is supposed to work is the will of the people matters. Now, we have for far too long have had a Congress in Washington that has just completely dismissed what people care about across this country.",Miami-FL,0,0,0,0,67.76000000000002,7,4.5,7.1075,0,2,0,0,44,3,14.666666666666666,9.030811456096044,239
WARREN,"They have made this country work much better than for those who can make giant contributions, made it work better for those who hire armies of lobbyists and lawyers, and not made it work for the people.",Miami-FL,0,0,0,0,37.0,2,1.0,14.5625,0,0,0,1,37,1,37.0,0.0,202
WARREN,"Well, here's how I see this happening. Number one, sure, I want to see us get a Democratic majority in the Senate. But short of a Democratic majority in the Senate, you better understand the fight still goes on. It starts in the White House, and it means that everybody we energize in 2020 stays on the frontlines come January 2021. We have to push from the outside, have leadership from the inside, and make this Congress reflect the will of the people.",Miami-FL,0,0,0,0,51.07649253731344,9,4.0,7.9975,2,2,1,0,83,6,13.833333333333334,7.425556469981822,454
TODD,I'm going to get to -- I'm going to get a couple of you in here.,Miami-FL,0,0,0,0,17.0,1,4.5,3.0525,0,0,1,0,16,1,16.0,0.0,64
TODD,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
TODD,"I'm going to get a couple of you in here. Thirty seconds, Congressman Delaney, you seem to believe you can do everything in a bipartisan manner. Mitch McConnell doesn't operate that way. He operates differently. Why do you think he is going to conform to your style?",Miami-FL,0,0,1,0,61.11636363636364,11,2.8333333333333335,6.5275,0,0,5,2,47,5,9.4,4.5431266766402185,266
DELANEY,I think we need to get things done. That's why I believe we need to operate in a bipartisan manner.,Miami-FL,0,0,0,0,30.870000000000005,3,0.5,4.6925,2,2,0,0,20,2,10.0,2.0,99
DELANEY,"Listen, I will sign into law bills that come to the White House that are passed on a party-line basis, absolutely. But all the big transformative things we've ever done in this country's history have happened when huge majorities of the American people get behind them, which is why we need real solutions, not impossible promises.",Miami-FL,0,0,0,0,235.47999999999993,8,6.666666666666667,13.385000000000002,1,1,0,0,56,2,28.0,7.0,331
DELANEY,"We need to put forth ideas that work, whether it's on health care, creating universal health care so that every American gets health care, but not running on making private insurance illegal.",Miami-FL,0,0,0,0,50.820000000000014,5,0.5,15.170000000000002,0,1,0,0,32,1,32.0,0.0,191
DELANEY,"The gun issue is related. The gun safety issue is related, because I can't tell you how many times I've been with folks in Western Maryland, and they've said to me, you know, Democrats don't do anything for us, Republicans don't do anything for us. You fight all the time, so they vote on that single issue.",Miami-FL,0,0,0,0,47.809859154929576,4,4.25,7.9625,1,0,3,1,57,3,19.0,15.121728296285006,307
TODD,OK.,Miami-FL,0,0,0,0,1.0,0,0.0,-10.9525,0,0,0,0,1,1,1.0,0.0,3
TODD,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
DELANEY,"If we become the party of getting things done for the American people, with real solutions and not impossible promises, we'll be able to get all these things done.",Miami-FL,0,0,0,0,63.00000000000002,2,0.0,12.427500000000002,0,1,0,0,29,1,29.0,0.0,163
DELANEY,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
TODD,I promised...,Miami-FL,0,0,0,0,2.0,0,0.5,0.2475,1,0,0,0,2,1,2.0,0.0,13
TODD,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
TODD,"Senator Booker, 30 seconds. You -- how do you deal with Mitch? You've been in the Senate. You can't get bills on the floor right now with Mitch McConnell. Presidents can't do it. Is President Booker going to get his bills on the floor with Senator McConnell?",Miami-FL,0,0,2,0,38.72164948453609,7,2.6666666666666665,4.8175,0,0,3,1,47,6,7.833333333333333,3.9334745737353156,258
BOOKER,"You know, when I got to the United States Senate, going back to what De Blasio said, as an African-American man in an African-American-dominated community, I knew one of the biggest issue was criminal justice reform, from police accountability to dealing with the fact that we have a nation that has more African-Americans under criminal supervision than all the slaves in 1850.",Miami-FL,0,0,1,0,104.18800000000005,14,18.0,25.5225,2,1,1,0,62,1,62.0,0.0,378
BOOKER,"And when I got to the Senate, people told me we could not get a comprehensive criminal justice reform bill done. As my colleagues in the Senate know, I fought on that bill from the day I got to the Senate, built coalitions across the aisle, and today we passed the First Step Act.",Miami-FL,0,0,0,0,58.32,7,6.0,10.305,4,2,0,0,54,2,27.0,6.0,280
BOOKER,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
BOOKER,"It's not as far as I want to go, but thousands of people will be liberated. I have gotten -- I have taken on tough problems people said we cannot achieve, and I've been able to get things accomplished.",Miami-FL,0,0,0,0,63.999999999999986,5,3.0,7.8975,3,1,0,0,39,2,19.5,3.5,201
TODD,"Thank you, Senator Booker. Rachel has got the next question.",Miami-FL,0,0,1,0,10.0,2,0.6666666666666666,5.029999999999999,0,0,0,0,10,2,5.0,1.0,60
TODD,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
MADDOW,"We are going to -- hold on. Governor, you're going to be happy with where we go.",Miami-FL,0,0,0,0,26.97333333333333,1,2.0,3.1525,0,2,0,0,17,2,8.5,1.5,80
TODD,Just give us a second.,Miami-FL,0,0,0,0,5.0,0,0.5,-0.40249999999999986,0,0,0,0,5,1,5.0,0.0,22
MADDOW,"Governor Inslee, the next question is to you. You got me?",Miami-FL,0,0,1,0,33.879999999999995,2,0.5,3.1025,0,0,1,0,11,2,5.5,2.5,57
INSLEE,Rachel.,Miami-FL,0,0,0,0,1.0,0,0.0,-0.4274999999999999,0,0,0,0,1,1,1.0,0.0,7
INSLEE,(LAUGHTER),Miami-FL,0,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
MADDOW,"You have staked your candidacy on the issue of climate change. It is first, second, and third priority for you. You've said it's all the issues.",Miami-FL,0,0,0,0,54.87999999999999,5,1.3333333333333333,5.2524999999999995,0,0,2,0,26,3,8.666666666666666,2.0548046676563256,144
MADDOW,"Let's get specific. We're here in Miami, which is already experiencing serious flooding on sunny days as a result of sea level rise. Parts of Miami Beach and the Keys could be underwater in our lifetimes. Does your plan save Miami?",Miami-FL,0,0,0,0,129.42999999999992,8,1.0,7.295,0,1,1,0,41,4,10.25,6.7592529172978875,231
INSLEE,"Yes, first by taking away the filibuster from Mitch McConnell, to start with. We have to do that.",Miami-FL,0,0,0,0,90.71999999999997,2,6.5,4.335,0,1,0,0,18,2,9.0,4.0,97
INSLEE,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
INSLEE,"Look it, look it, we are the first generation to feel the sting of climate change, and we are the last that can do something it. Our towns are burning. Our fields are flooding. Miami is inundated.",Miami-FL,0,0,0,0,29.218511415525114,6,2.0,4.705,0,4,0,0,37,4,9.25,9.67923034130297,196
INSLEE,"And we have to understand, this is a climate crisis, an emergency (OFF-MIKE) this is our last chance in the administration, next one, to do something about it. And we need to do what I've done in my state. We've passed a 100 percent clean electrical grid bill. We now have a vision statement. And my plan has been called the gold standard of putting people to work.",Miami-FL,0,0,0,0,71.53,9,2.25,6.1674999999999995,2,4,0,0,68,6,11.333333333333334,3.0912061651652345,365
INSLEE,"But the most important thing on this, in the biggest decision for the American public is, who is going to make this the first priority? And I am the candidate and the only one who's saying this has to be the top priority of the United States, the organizing principle to mobilize the United States, so that we can do what we've always done, lead the world and invent the future and put 8 million people to work. That's what we're going to do.",Miami-FL,0,0,0,0,32.669823159639876,10,0.0,11.3825,1,1,0,0,84,3,28.0,19.30457631409368,442
MADDOW,"Governor Inslee, thank you.",Miami-FL,0,0,1,0,4.0,2,1.5,9.075,0,0,0,0,4,1,4.0,0.0,27
MADDOW,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
TODD,"Congressman O'Rourke, you also put out a big climate change plan from your campaign. You want some big changes in a pretty short period of time, including switching to renewable energy, pushing to replace gas-powered cars in favor of electric ones.",Miami-FL,0,0,1,0,82.31999999999998,11,2.0,11.754999999999999,0,0,3,0,41,2,20.5,6.5,248
TODD,"What's your message to a voter who supports the overall goal of what you're trying to do, but suddenly feels as if government's telling them how to live and ordering them how to live? What is that balance like?",Miami-FL,0,0,0,0,54.88,8,0.0,8.7025,0,0,1,0,39,2,19.5,14.5,210
O'ROURKE,"I think you've got to bring everybody in to the decisions and the solutions to the challenges that we face. That's why we're traveling everywhere, listening to everyone.",Miami-FL,0,0,0,0,38.440000000000005,5,0.5,9.9575,1,1,0,0,28,2,14.0,6.0,169
O'ROURKE,"We were in Pacific Junction, a town that had never meaningly flooded before, just up against the Missouri River in Iowa. And every home in that community had flooded. There were farms just outside of Pacific Junction that were effectively lakes, those farmers already underwater in debt, their markets closed to them by a trade war under this administration, and now they don't know what to do.",Miami-FL,0,0,0,0,73.42926315789475,11,9.666666666666666,11.68,0,1,0,2,67,3,22.333333333333332,12.283683848458853,394
O'ROURKE,"We in our administration are going fund resiliency in those communities, in Miami, in Houston, Texas, those places that are on the front lines of climate change today. We're going to mobilize $5 trillion in this economy over the next 10 years. We're going to free ourselves from a dependence on fossil fuels, and we're going to put farmers and ranchers in the driver's seat, renewable and sustainable agriculture, to make sure that we capture more carbon out of the air and keep more of it in the soil, paying farmers for the environmental services that they want to provide.",Miami-FL,0,0,0,0,53.410942745667356,24,2.25,15.1275,0,4,0,1,100,3,33.333333333333336,18.354533197248273,575
O'ROURKE,"If all of us does all that we can, then we’re going to be able to keep this planet from warming another 2 degrees Celsius, and ensure that we match what this country can do and live up to our promise and our potential.",Miami-FL,0,0,0,0,51.77200000000001,6,0.0,15.25,0,4,0,0,44,1,44.0,0.0,218
TODD,"Thirty seconds, Secretary Castro, does -- who pays for the mitigation to -- to climate, whether it's building sea walls, for people that are perhaps living in places that they shouldn't be living? Is this a federal government issue that needs to do that? Do they have to move these people? What do you do about that, where maybe they're building a place someplace that isn't safe? Who pays to build that house? And how much should the government be bailing them out?",Miami-FL,0,0,1,0,74.21319796954315,9,4.25,7.2425,0,0,1,2,83,6,13.833333333333334,9.154537429906306,466
CASTRO,"Well, I don't think that that represents the vast majority of the issue. In fact, you know, my first visit after I announced my candidacy wasn't to Iowa or New Hampshire. It was to San Juan, Puerto Rico.",Miami-FL,0,0,0,0,74.66666666666667,8,3.0,6.3575,4,0,1,0,38,3,12.666666666666666,4.4969125210773475,203
CASTRO,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
